game_id,card_id,card_color,hint,word_index,word_color,word_key,label_fr,scan_status,label_en,label_es
sqc,sqc_C038,blue,,1,,poseidon,"Poséidon",100,Poseidon,Poseidón
sqc,sqc_C038,blue,,2,,rideaux,"Rideaux",100,Curtains,Cortinas
sqc,sqc_C038,blue,,3,,dans_leau,"Dans l’eau",100,In the water,En el agua
sqc,sqc_C038,blue,,4,,cheval_de_course,"Cheval de course",100,Racehorse,Caballo de carreras
sqc,sqc_C038,blue,,5,,jardin,"Jardin",100,Garden,Jardín
sqc,sqc_C038,blue,,6,,ecureuil_volant,"Écureuil volant",100,Flying squirrel,Ardilla voladora

sqc,sqc_C039,blue,,1,,la_petite_souris,"La petite souris",100,Tooth fairy,Ratón Pérez
sqc,sqc_C039,blue,,2,,tondeuse_a_gazon,"Tondeuse à gazon",100,Lawn mower,Cortacésped
sqc,sqc_C039,blue,,3,,homme_des_cavernes,"Homme des cavernes",100,Caveman,Hombre de las cavernas
sqc,sqc_C039,blue,,4,,machine_a_laver,"Machine à laver",100,Washing machine,Lavadora
sqc,sqc_C039,blue,,6,,tomate_cerise,"Tomate cerise",100,Cherry tomato,Tomate cherry

sqc,sqc_C040,blue,,1,,feu_aux_chandelles,"Feu aux chandelles",100,Candlelight dinner,Cena a la luz de las velas
sqc,sqc_C040,blue,,2,,pilote,"Pilote",100,Pilot,Piloto
sqc,sqc_C040,blue,,3,,maquette,"Maquette",100,Scale model,Maqueta
sqc,sqc_C040,blue,,4,,taj_mahal,"Taj Mahal",100,Taj Mahal,Taj Mahal
sqc,sqc_C040,blue,,5,,bougie,"Bougie",100,Candle,Vela
sqc,sqc_C040,blue,,6,,microbe,"Microbe",100,Germ,Microbio

sqc,sqc_C041,blue,,1,,magicien,"Magicien",100,Magician,Mago
sqc,sqc_C041,blue,,3,,garde_cotes,"Garde-côtes",100,Coast guard,Guardacostas
sqc,sqc_C041,blue,,4,,chien_de_traineau,"Chien de traîneau",100,Sled dog,Perro de trineo
sqc,sqc_C041,blue,,5,,dans_le_temps,"Dans le temps",100,Through time,En el tiempo
sqc,sqc_C041,blue,,6,,montre_a_gousset,"Montre à gousset",100,Pocket watch,Reloj de bolsillo

sqc,sqc_C042,blue,,1,,statue_de_la_liberte,"Statue de la Liberté",100,Statue of Liberty,Estatua de la Libertad
sqc,sqc_C042,blue,,3,,danseuse_du_ventre,"Danseuse du ventre",100,Belly dancer,Bailarina del vientre
sqc,sqc_C042,blue,,4,,viking,"Viking",100,Viking,Vikingo
sqc,sqc_C042,blue,,6,,potion_magique,"Potion magique",100,Magic potion,Poción mágica

sqc,sqc_C043,blue,,1,,fermier,"Fermier",100,Farmer,Granjero
sqc,sqc_C043,blue,,2,,parc_de_surelles,"Parc de Surelles",100,Parc de Surelles,Parque de Surelles
sqc,sqc_C043,blue,,3,,saute_mouton,"Saute-mouton",100,Leapfrog,Salto del burro
sqc,sqc_C043,blue,,4,,deltaplane,"Deltaplane",100,Hang glider,Ala delta
sqc,sqc_C043,blue,,5,,huile_de_coude,"Huile de coude",100,Elbow grease,Trabajo duro

sqc,sqc_C044,blue,,1,,danseuse_etoile,"Danseuse étoile",100,Principal dancer,Bailarina estrella
sqc,sqc_C044,blue,,2,,casserole,"Casserole",100,Saucepan,Cacerola
sqc,sqc_C044,blue,,3,,telescope,"Télescope",100,Telescope,Telescopio
sqc,sqc_C044,blue,,4,,sphinx,"Sphinx",100,Sphinx,Esfinge
sqc,sqc_C044,blue,,5,,saint_jacques,"Saint-Jacques",100,Saint James,San Jaime
sqc,sqc_C044,blue,,6,,decheter,"Décheter",100,Shred,Triturar

sqc,sqc_C045,blue,,1,,tilt_de_sonne,"Tilt de Sonne",100,Tilt de Sonne,Tilt de Sonne
sqc,sqc_C045,blue,,2,,ales_dange,"Ales d’ange",100,Angel wings,Alas de ángel
sqc,sqc_C045,blue,,3,,cerisier,"Cerisier",100,Cherry tree,Cerezo
sqc,sqc_C045,blue,,4,,table_basse,"Table basse",100,Coffee table,Mesa baja
sqc,sqc_C045,blue,,5,,cocktail_de_crevettes,"Cocktail de crevettes",100,Shrimp cocktail,Cóctel de gambas
sqc,sqc_C045,blue,,6,,carte_au_tresor,"Carte au trésor",100,Treasure map,Mapa del tesoro

sqc,sqc_C046,blue,,1,,le_cid,"Le Cid",100,The Cid,El Cid
sqc,sqc_C046,blue,,2,,journal,"Journal",100,Newspaper,Periódico
sqc,sqc_C046,blue,,3,,zeus,"Zeus",100,Zeus,Zeus
sqc,sqc_C046,blue,,4,,femme_a_barbe,"Femme à barbe",100,Bearded lady,Mujer barbuda
sqc,sqc_C046,blue,,5,,musique_dascenseur,"Musique d’ascenseur",100,Elevator music,Música de ascensor
sqc,sqc_C046,blue,,6,,pompier,"Pompier",100,Firefighter,Bombero

sqc,sqc_C047,blue,,1,,boeuf,"Bœuf",100,Beef,Carne de res
sqc,sqc_C047,blue,,2,,montre,"Montre",100,Watch,Reloj
sqc,sqc_C047,blue,,3,,periscope,"Périscope",100,Periscope,Periscopio
sqc,sqc_C047,blue,,4,,moon_boots,"Moon boots",100,Moon boots,Botas lunares
sqc,sqc_C047,blue,,6,,cafard,"Cafard",100,Cockroach,Cucaracha

sqc,sqc_C048,blue,,1,,banque_du_sang,"Banque du sang",100,Blood bank,Banco de sangre
sqc,sqc_C048,blue,,3,,parabole,"Parabole",100,Satellite dish,Antena parabólica
sqc,sqc_C048,blue,,4,,esperer_la_main,"Espérer la main",100,Hope for a hand,Esperar la mano
sqc,sqc_C048,blue,,5,,egypte,"Égypte",100,Egypt,Egipto
sqc,sqc_C048,blue,,6,,salle_de_bain,"Salle de bain",100,Bathroom,Baño

sqc,sqc_C049,blue,,1,,fromage_a_raclette,"Fromage à raclette",100,Raclette cheese,Queso raclette
sqc,sqc_C049,blue,,2,,super_heros,"Super-héros",100,Superhero,Superhéroe
sqc,sqc_C049,blue,,3,,les_nuages_dans,"Les nuages dans",100,Clouds in,Las nubes en
sqc,sqc_C049,blue,,4,,pizza_surgele,"Pizza surgelée",100,Frozen pizza,Pizza congelada
sqc,sqc_C049,blue,,5,,chapeau_de_magicien,"Chapeau de magicien",100,Magician’s hat,Sombrero de mago
sqc,sqc_C049,blue,,6,,oeuf_pourri,"Œuf pourri",100,Rotten egg,Huevo podrido

sqc,sqc_C050,blue,,1,,empire_de_doigt,"Empire de doigt",100,Finger empire,Imperio del dedo
sqc,sqc_C050,blue,,3,,salsa,"Salsa",100,Salsa,Salsa
sqc,sqc_C050,blue,,4,,plateau_tele,"Plateau télé",100,TV set,Plató de TV
sqc,sqc_C050,blue,,5,,coiffeur,"Coiffeur",100,Hairdresser,Peluquero
sqc,sqc_C050,blue,,6,,cheeseburger,"Cheeseburger",100,Cheeseburger,Hamburguesa con queso

sqc,sqc_C051,blue,,1,,soleil,"Soleil",100,Sun,Sol
sqc,sqc_C051,blue,,2,,chaussettes,"Chaussettes",100,Socks,Calcetines
sqc,sqc_C051,blue,,3,,chocolat_chaud,"Chocolat chaud",100,Hot chocolate,Chocolate caliente
sqc,sqc_C051,blue,,4,,sortie_de_secours,"Sortie de secours",100,Emergency exit,Salida de emergencia
sqc,sqc_C051,blue,,5,,jambe_de_bois,"Jambe de bois",100,Wooden leg,Pata de palo
sqc,sqc_C051,blue,,6,,allumettes,"Allumettes",100,Matches,Cerillas

sqc,sqc_C052,blue,,1,,crabe,"Crabe",100,Crab,Cangrejo
sqc,sqc_C052,blue,,2,,moulin_rouge,"Moulin Rouge",100,Moulin Rouge,Moulin Rouge
sqc,sqc_C052,blue,,3,,choux_de_bruxelles,"Choux de Bruxelles",100,Brussels sprouts,Coles de Bruselas
sqc,sqc_C052,blue,,4,,tulipe,"Tulipe",100,Tulip,Tulipán
sqc,sqc_C052,blue,,5,,confiture_de_fraise,"Confiture de fraise",100,Strawberry jam,Mermelada de fresa
sqc,sqc_C052,blue,,6,,plumecard,"Plumecard",100,Plumecard,Plumecard

sqc,sqc_C053,blue,,1,,boussole,"Boussole",100,Compass,Brújula
sqc,sqc_C053,blue,,2,,perruque,"Perruque",100,Wig,Peluca
sqc,sqc_C053,blue,,3,,chevalier,"Chevalier",100,Knight,Caballero
sqc,sqc_C053,blue,,4,,pellicules,"Pellicules",100,Dandruff,Caspa
sqc,sqc_C053,blue,,5,,fleuriste,"Fleuriste",100,Florist,Florista

sqc,sqc_C054,blue,,1,,boite_aux_lettres,"Boîte aux lettres",100,Mailbox,Buzón
sqc,sqc_C054,blue,,3,,oeil_du_tigre,"Œil du tigre",100,Tiger’s eye,Ojo de tigre
sqc,sqc_C054,blue,,4,,al_capo,"Al Capo",100,Al Capone,Al Capone
sqc,sqc_C054,blue,,6,,geant,"Géant",100,Giant,Gigante

sqc,sqc_C057,blue,,1,,dame_de_coeur,"Dame de cœur",100,Queen of hearts,Dama de corazones
sqc,sqc_C057,blue,,2,,bateau_de_croisiere,"Bateau de croisière",100,Cruise ship,Crucero
sqc,sqc_C057,blue,,3,,air_bag,"Air bag",100,Airbag,Airbag
sqc,sqc_C057,blue,,4,,hotesse_de_l_air,"Hôtesse de l’air",100,Flight attendant,Azafata
sqc,sqc_C057,blue,,5,,yoyo,"Yoyo",100,Yo-yo,Yo-yo

sqc,sqc_C058,blue,,1,,paris,"Paris",100,Paris,París
sqc,sqc_C058,blue,,2,,saint_valentin,"Saint valentin",100,Valentine’s Day,San Valentín
sqc,sqc_C058,blue,,3,,trampoline,"Trampoline",100,Trampoline,Trampolín
sqc,sqc_C058,blue,,4,,sushi,"Sushi",100,Sushi,Sushi
sqc,sqc_C058,blue,,5,,escargot,"Escargot",100,Snail,Caracol
